id_envio,fecha_envio,cliente_tipo,origen,destino,volumen_m3,ingreso,costo_1milla,costo_troncal,costo_ultimamilla,costo_total,margen_neto,margen_pct
PYM-12087,2025-10-09,Pyme,San Bernardo,La Serena,0.028,5700,2036,1338,1256,4630,1070,18.771929824561404
PYM-11295,2025-01-21,Pyme,Maipú,La Serena,0.045,5700,2036,1339,1143,4518,1182,20.736842105263158
PYM-12963,2025-07-12,Pyme,Providencia,La Serena,0.024,5700,2152,1339,1175,4666,1034,18.140350877192983
PYM-10141,2025-07-09,Pyme,Pudahuel,La Serena,0.021,5700,2095,1341,1212,4648,1052,18.456140350877192
PYM-10190,2025-12-19,Pyme,Pudahuel,La Serena,0.045,5700,1813,1341,1187,4341,1359,23.842105263157894
PYM-10755,2025-08-17,Pyme,Maipú,La Serena,0.039,5700,1867,1343,1190,4400,1300,22.807017543859647
PYM-11389,2025-04-01,Pyme,Quilicura,La Serena,0.019,5700,1805,1343,1175,4323,1377,24.157894736842106
PYM-11581,2025-11-14,Pyme,Maipú,La Serena,0.033,5700,2091,1343,1219,4653,1047,18.368421052631579
PYM-10749,2025-02-26,Pyme,Maipú,La Serena,0.026,5700,1829,1344,1240,4413,1287,22.578947368421055
PYM-10948,2025-05-02,Pyme,Providencia,La Serena,0.008,5700,2034,1344,1227,4605,1095,19.210526315789473
PYM-11717,2025-02-01,Pyme,Maipú,La Serena,0.045,5700,1907,1344,1182,4433,1267,22.228070175438596
PYM-12673,2025-11-02,Pyme,Lampa,La Serena,0.045,5700,2049,1345,1177,4571,1129,19.807017543859647
PYM-12200,2025-02-03,Pyme,Pudahuel,La Serena,0.028,5700,2020,1346,1253,4619,1081,18.964912280701753
PYM-12071,2025-09-14,Pyme,Maipú,La Serena,0.044,5700,2009,1348,1143,4500,1200,21.052631578947366
PYM-11831,2025-06-29,Pyme,Providencia,La Serena,0.017,5700,2188,1349,1152,4689,1011,17.736842105263158
PYM-11837,2025-02-05,Pyme,Lampa,La Serena,0.031,5700,1920,1350,1167,4437,1263,22.157894736842103
PYM-12310,2025-02-18,Pyme,Lampa,La Serena,0.032,5700,1878,1350,1143,4371,1329,23.315789473684209
PYM-10144,2025-05-28,Pyme,Quilicura,La Serena,0.007,5700,2182,1351,1214,4747,953,16.719298245614034
PYM-13679,2025-01-30,Pyme,Pudahuel,La Serena,0.017,5700,1847,1352,1203,4402,1298,22.771929824561404
PYM-10696,2025-11-18,Pyme,Santiago,La Serena,0.028,5700,2096,1353,1154,4603,1097,19.245614035087719
PYM-12627,2025-09-11,Pyme,Maipú,La Serena,0.023,5700,1851,1354,1160,4365,1335,23.421052631578949
PYM-12896,2025-11-03,Pyme,San Bernardo,La Serena,0.048,5700,2098,1354,1212,4664,1036,18.17543859649123
PYM-12986,2025-12-26,Pyme,Providencia,La Serena,0.015,5700,2129,1355,1186,4670,1030,18.070175438596493
PYM-13005,2025-08-22,Pyme,Santiago,La Serena,0.042,5700,1960,1356,1194,4510,1190,20.87719298245614
PYM-10946,2025-06-15,Pyme,Maipú,La Serena,0.047,5700,1883,1358,1162,4403,1297,22.754385964912281
PYM-10467,2025-09-17,Pyme,Maipú,La Serena,0.008,5700,1811,1359,1173,4343,1357,23.807017543859647
PYM-11891,2025-07-26,Pyme,Providencia,La Serena,0.028,5700,2045,1359,1174,4578,1122,19.684210526315791
PYM-13604,2025-08-03,Pyme,Maipú,La Serena,0.013,5700,2090,1359,1213,4662,1038,18.210526315789473
PYM-10303,2025-07-17,Pyme,Pudahuel,La Serena,0.012,5700,2065,1360,1151,4576,1124,19.719298245614038
PYM-13415,2025-05-31,Pyme,Providencia,La Serena,0.01,5700,2029,1361,1188,4578,1122,19.684210526315791
PYM-10876,2025-01-24,Pyme,Quilicura,La Serena,0.05,5700,1884,1363,1173,4420,1280,22.456140350877192
PYM-11198,2025-02-11,Pyme,Santiago,La Serena,0.02,5700,2092,1363,1160,4615,1085,19.035087719298247
PYM-13764,2025-03-31,Pyme,Quilicura,La Serena,0.016,5700,2010,1363,1164,4537,1163,20.403508771929822
PYM-10848,2025-09-01,Pyme,Maipú,La Serena,0.036,5700,2074,1364,1235,4673,1027,18.017543859649123
PYM-12597,2025-02-21,Pyme,Lampa,La Serena,0.021,5700,2148,1365,1242,4755,945,16.578947368421051
PYM-11166,2025-06-22,Pyme,Maipú,La Serena,0.045,5700,1996,1366,1246,4608,1092,19.157894736842103
PYM-13587,2025-12-30,Pyme,Santiago,La Serena,0.025,5700,2126,1366,1239,4731,969,17
PYM-10577,2025-08-02,Pyme,Maipú,La Serena,0.011,5700,2113,1367,1258,4738,962,16.87719298245614
PYM-11675,2025-01-09,Pyme,San Bernardo,La Serena,0.038,5700,1801,1368,1211,4380,1320,23.157894736842106
PYM-13044,2025-12-23,Pyme,Pudahuel,La Serena,0.026,5700,1837,1368,1164,4369,1331,23.350877192982455
PYM-10291,2025-04-17,Pyme,Santiago,La Serena,0.031,5700,2007,1371,1252,4630,1070,18.771929824561404
PYM-11808,2025-06-07,Pyme,Santiago,La Serena,0.019,5700,2182,1371,1258,4811,889,15.596491228070175
PYM-13956,2025-07-17,Pyme,Pudahuel,La Serena,0.014,5700,1985,1371,1223,4579,1121,19.666666666666664
PYM-10724,2025-07-02,Pyme,San Bernardo,La Serena,0.029,5700,2091,1372,1211,4674,1026,18
PYM-12696,2025-06-03,Pyme,Providencia,La Serena,0.037,5700,1963,1372,1149,4484,1216,21.333333333333336
PYM-13584,2025-03-05,Pyme,Maipú,La Serena,0.022,5700,2002,1372,1227,4601,1099,19.280701754385966
PYM-10543,2025-08-09,Pyme,San Bernardo,La Serena,0.047,5700,1946,1374,1229,4549,1151,20.192982456140353
PYM-11265,2025-04-30,Pyme,Providencia,La Serena,0.029,5700,1995,1374,1164,4533,1167,20.473684210526315
PYM-13970,2025-03-07,Pyme,Providencia,La Serena,0.02,5700,2021,1374,1233,4628,1072,18.807017543859651
PYM-11474,2025-05-27,Pyme,Maipú,La Serena,0.02,5700,2070,1375,1149,4594,1106,19.403508771929825
PYM-13458,2025-06-17,Pyme,Pudahuel,La Serena,0.039,5700,1966,1375,1211,4552,1148,20.140350877192983
PYM-10089,2025-01-01,Pyme,San Bernardo,La Serena,0.014,5700,1851,1376,1178,4405,1295,22.719298245614038
PYM-12587,2025-11-01,Pyme,Santiago,La Serena,0.03,5700,1819,1376,1223,4418,1282,22.491228070175438
PYM-11184,2025-01-31,Pyme,Maipú,La Serena,0.045,5700,1899,1377,1210,4486,1214,21.298245614035089
PYM-13038,2025-05-30,Pyme,Santiago,La Serena,0.049,5700,1889,1377,1166,4432,1268,22.245614035087719
PYM-10756,2025-01-18,Pyme,Santiago,La Serena,0.012,5700,1899,1378,1242,4519,1181,20.719298245614034
PYM-12149,2025-08-22,Pyme,Lampa,La Serena,0.042,5700,1874,1378,1221,4473,1227,21.526315789473685
PYM-10987,2025-06-12,Pyme,Quilicura,La Serena,0.029,5700,1949,1379,1205,4533,1167,20.473684210526315
PYM-12442,2025-12-08,Pyme,San Bernardo,La Serena,0.039,5700,2194,1381,1203,4778,922,16.17543859649123
PYM-13268,2025-12-28,Pyme,Lampa,La Serena,0.018,5700,1850,1382,1210,4442,1258,22.07017543859649
PYM-10612,2025-09-08,Pyme,Providencia,La Serena,0.028,5700,2124,1383,1219,4726,974,17.087719298245613
PYM-12443,2025-02-11,Pyme,Santiago,La Serena,0.02,5700,1863,1383,1158,4404,1296,22.736842105263158
PYM-12871,2025-09-10,Pyme,Lampa,La Serena,0.031,5700,2058,1384,1162,4604,1096,19.228070175438596
PYM-12966,2025-01-10,Pyme,Lampa,La Serena,0.047,5700,2091,1387,1215,4693,1007,17.666666666666668
PYM-11050,2025-12-01,Pyme,Lampa,La Serena,0.035,5700,2152,1388,1226,4766,934,16.385964912280702
PYM-13968,2025-05-03,Pyme,Lampa,La Serena,0.046,5700,2180,1388,1245,4813,887,15.561403508771928
PYM-11141,2025-09-14,Pyme,Maipú,La Serena,0.047,5700,1838,1389,1252,4479,1221,21.421052631578945
PYM-11168,2025-08-03,Pyme,Providencia,La Serena,0.045,5700,2092,1390,1221,4703,997,17.491228070175438
PYM-10282,2025-08-11,Pyme,Lampa,La Serena,0.028,5700,1947,1392,1226,4565,1135,19.912280701754387
PYM-11776,2025-03-08,Pyme,Maipú,La Serena,0.014,5700,2057,1394,1235,4686,1014,17.789473684210527
PYM-13557,2025-09-25,Pyme,Maipú,La Serena,0.015,5700,1899,1395,1255,4549,1151,20.192982456140353
PYM-11666,2025-12-04,Pyme,Pudahuel,La Serena,0.037,5700,2161,1396,1166,4723,977,17.140350877192983
PYM-10563,2025-09-30,Pyme,Santiago,La Serena,0.012,5700,1986,1397,1240,4623,1077,18.894736842105264
PYM-10636,2025-01-19,Pyme,San Bernardo,La Serena,0.05,5700,2068,1397,1237,4702,998,17.508771929824562
PYM-12536,2025-11-29,Pyme,Pudahuel,La Serena,0.019,5700,1949,1397,1163,4509,1191,20.894736842105264
PYM-10711,2025-03-19,Pyme,Lampa,La Serena,0.037,5700,1924,1400,1235,4559,1141,20.017543859649123
PYM-12132,2025-11-19,Pyme,Pudahuel,La Serena,0.029,5700,1857,1400,1216,4473,1227,21.526315789473685
PYM-11424,2025-06-27,Pyme,Quilicura,La Serena,0.028,5700,1837,1401,1159,4397,1303,22.859649122807017
PYM-12540,2025-05-26,Pyme,Santiago,La Serena,0.033,5700,2009,1402,1196,4607,1093,19.17543859649123
PYM-10428,2025-09-05,Pyme,Providencia,La Serena,0.007,5700,2018,1404,1210,4632,1068,18.736842105263158
PYM-13560,2025-08-25,Pyme,Maipú,La Serena,0.05,5700,1909,1404,1147,4460,1240,21.754385964912281
PYM-12198,2025-01-13,Pyme,Providencia,La Serena,0.045,5700,1827,1405,1159,4391,1309,22.964912280701753
PYM-10830,2025-09-05,Pyme,Providencia,La Serena,0.032,5700,1936,1406,1150,4492,1208,21.192982456140349
PYM-11372,2025-01-04,Pyme,Providencia,La Serena,0.033,5700,2004,1406,1204,4614,1086,19.05263157894737
PYM-12305,2025-02-26,Pyme,Pudahuel,La Serena,0.05,5700,1923,1406,1224,4553,1147,20.12280701754386
PYM-13054,2025-12-23,Pyme,Providencia,La Serena,0.043,5700,2132,1406,1179,4717,983,17.245614035087719
PYM-10530,2025-03-18,Pyme,Santiago,La Serena,0.044,5700,1891,1407,1184,4482,1218,21.368421052631579
PYM-11488,2025-06-11,Pyme,Quilicura,La Serena,0.017,5700,2035,1407,1218,4660,1040,18.245614035087719
PYM-13754,2025-11-11,Pyme,Providencia,La Serena,0.036,5700,1962,1407,1170,4539,1161,20.368421052631579
PYM-13972,2025-09-07,Pyme,Quilicura,La Serena,0.01,5700,1960,1408,1161,4529,1171,20.543859649122805
PYM-10443,2025-01-22,Pyme,Quilicura,La Serena,0.008,5700,2049,1410,1239,4698,1002,17.578947368421051
PYM-12350,2025-06-13,Pyme,Santiago,La Serena,0.02,5700,1905,1410,1238,4553,1147,20.12280701754386
PYM-13444,2025-07-10,Pyme,Pudahuel,La Serena,0.023,5700,1821,1410,1248,4479,1221,21.421052631578945
PYM-13186,2025-04-14,Pyme,Providencia,La Serena,0.044,5700,2059,1411,1162,4632,1068,18.736842105263158
PYM-10285,2025-08-17,Pyme,Pudahuel,La Serena,0.03,5700,1994,1413,1212,4619,1081,18.964912280701753
PYM-10461,2025-10-17,Pyme,Quilicura,La Serena,0.038,5700,2038,1413,1184,4635,1065,18.684210526315788
PYM-12294,2025-03-05,Pyme,Lampa,La Serena,0.032,5700,2078,1413,1198,4689,1011,17.736842105263158
PYM-13014,2025-08-26,Pyme,Lampa,La Serena,0.024,5700,2123,1413,1205,4741,959,16.824561403508774
PYM-11867,2025-03-30,Pyme,San Bernardo,La Serena,0.016,5700,1906,1414,1220,4540,1160,20.350877192982455
PYM-12513,2025-09-30,Pyme,San Bernardo,La Serena,0.006,5700,1843,1414,1236,4493,1207,21.17543859649123
PYM-11782,2025-11-14,Pyme,Pudahuel,La Serena,0.035,5700,2032,1417,1146,4595,1105,19.385964912280702
PYM-12276,2025-02-05,Pyme,Maipú,La Serena,0.021,5700,2116,1417,1193,4726,974,17.087719298245613
PYM-10640,2025-07-15,Pyme,Santiago,La Serena,0.008,5700,2130,1418,1234,4782,918,16.105263157894736
PYM-10200,2025-04-27,Pyme,Pudahuel,La Serena,0.044,5700,2117,1421,1259,4797,903,15.842105263157894
PYM-11078,2025-03-30,Pyme,Santiago,La Serena,0.012,5700,2158,1421,1181,4760,940,16.491228070175438
PYM-10213,2025-09-21,Pyme,San Bernardo,La Serena,0.044,5700,1902,1422,1257,4581,1119,19.631578947368421
PYM-10238,2025-10-27,Pyme,San Bernardo,La Serena,0.014,5700,2197,1422,1206,4825,875,15.350877192982457
PYM-10569,2025-02-19,Pyme,Santiago,La Serena,0.039,5700,2070,1422,1148,4640,1060,18.596491228070175
PYM-12069,2025-05-13,Pyme,San Bernardo,La Serena,0.029,5700,1939,1422,1141,4502,1198,21.017543859649123
PYM-12731,2025-10-06,Pyme,Maipú,La Serena,0.045,5700,1959,1423,1256,4638,1062,18.631578947368421
PYM-10210,2025-06-28,Pyme,Maipú,Concepción,0.023,5700,2186,1425,1306,4917,783,13.736842105263158
PYM-10903,2025-11-16,Pyme,Providencia,Concepción,0.029,5700,1845,1425,1312,4582,1118,19.614035087719298
PYM-10908,2025-07-10,Pyme,Providencia,La Serena,0.007,5700,2002,1425,1164,4591,1109,19.456140350877192
PYM-10970,2025-05-29,Pyme,San Bernardo,Concepción,0.02,5700,2024,1425,1197,4646,1054,18.491228070175438
PYM-11433,2025-04-26,Pyme,Providencia,Concepción,0.046,5700,1869,1425,1243,4537,1163,20.403508771929822
PYM-13116,2025-05-13,Pyme,Lampa,Concepción,0.015,5700,1829,1425,1206,4460,1240,21.754385964912281
PYM-12573,2025-05-20,Pyme,Quilicura,Concepción,0.019,5700,1859,1428,1311,4598,1102,19.333333333333332
PYM-13669,2025-08-26,Pyme,Providencia,La Serena,0.049,5700,2141,1428,1236,4805,895,15.701754385964911
PYM-11149,2025-04-11,Pyme,Lampa,Concepción,0.025,5700,1982,1429,1297,4708,992,17.403508771929825
PYM-11385,2025-10-09,Pyme,Providencia,Concepción,0.023,5700,1822,1429,1209,4460,1240,21.754385964912281
PYM-13027,2025-11-16,Pyme,Pudahuel,Concepción,0.013,5700,1901,1429,1252,4582,1118,19.614035087719298
PYM-12510,2025-11-07,Pyme,Quilicura,Concepción,0.045,5700,1802,1430,1270,4502,1198,21.017543859649123
PYM-12643,2025-06-11,Pyme,Pudahuel,La Serena,0.022,5700,2045,1430,1245,4720,980,17.192982456140353
PYM-10176,2025-01-12,Pyme,Maipú,Concepción,0.026,5700,2048,1431,1296,4775,925,16.228070175438596
PYM-10853,2025-08-19,Pyme,Quilicura,Concepción,0.023,5700,1869,1431,1259,4559,1141,20.017543859649123
PYM-11638,2025-04-20,Pyme,San Bernardo,Concepción,0.05,5700,1828,1431,1231,4490,1210,21.228070175438596
PYM-11954,2025-06-26,Pyme,Santiago,La Serena,0.005,5700,2080,1431,1220,4731,969,17
PYM-10048,2025-09-29,Pyme,San Bernardo,Concepción,0.03,5700,2092,1432,1258,4782,918,16.105263157894736
PYM-11580,2025-08-08,Pyme,Lampa,Concepción,0.022,5700,1808,1432,1220,4460,1240,21.754385964912281
PYM-13091,2025-01-05,Pyme,Quilicura,La Serena,0.05,5700,2066,1432,1172,4670,1030,18.070175438596493
PYM-11135,2025-08-16,Pyme,Quilicura,La Serena,0.038,5700,2107,1434,1177,4718,982,17.2280701754386
PYM-12780,2025-05-22,Pyme,Lampa,Concepción,0.037,5700,1905,1434,1252,4591,1109,19.456140350877192
PYM-10775,2025-07-14,Pyme,Maipú,Concepción,0.044,5700,1992,1435,1256,4683,1017,17.842105263157894
PYM-11130,2025-02-18,Pyme,Santiago,Concepción,0.04,5700,1858,1435,1289,4582,1118,19.614035087719298
PYM-11390,2025-12-22,Pyme,San Bernardo,La Serena,0.009,5700,2068,1435,1153,4656,1044,18.315789473684209
PYM-13811,2025-10-10,Pyme,Providencia,Concepción,0.029,5700,1958,1435,1282,4675,1025,17.982456140350877
PYM-10782,2025-10-23,Pyme,Maipú,La Serena,0.018,5700,1804,1436,1247,4487,1213,21.280701754385962
PYM-10892,2025-08-15,Pyme,Pudahuel,Concepción,0.039,5700,2032,1436,1211,4679,1021,17.912280701754383
PYM-11300,2025-01-20,Pyme,Pudahuel,La Serena,0.027,5700,1990,1436,1170,4596,1104,19.368421052631579
PYM-12211,2025-07-09,Pyme,Lampa,La Serena,0.029,5700,1949,1436,1194,4579,1121,19.666666666666664
PYM-13352,2025-03-21,Pyme,Lampa,Concepción,0.031,5700,1821,1436,1218,4475,1225,21.491228070175438
PYM-12325,2025-06-06,Pyme,Quilicura,Concepción,0.008,5700,1888,1437,1239,4564,1136,19.929824561403507
PYM-13483,2025-04-15,Pyme,Providencia,La Serena,0.018,5700,1832,1437,1194,4463,1237,21.701754385964911
PYM-10922,2025-10-31,Pyme,Quilicura,Concepción,0.013,5700,1804,1438,1257,4499,1201,21.070175438596493
PYM-11349,2025-07-28,Pyme,Santiago,La Serena,0.036,5700,1907,1438,1206,4551,1149,20.157894736842106
PYM-13172,2025-09-07,Pyme,San Bernardo,La Serena,0.048,5700,2067,1439,1227,4733,967,16.964912280701753
PYM-13954,2025-12-06,Pyme,San Bernardo,La Serena,0.013,5700,1866,1439,1239,4544,1156,20.280701754385966
PYM-10835,2025-03-14,Pyme,San Bernardo,Concepción,0.008,5700,1873,1440,1289,4602,1098,19.263157894736842
PYM-12483,2025-02-23,Pyme,Providencia,La Serena,0.042,5700,1839,1440,1222,4501,1199,21.035087719298247
PYM-10540,2025-06-29,Pyme,Maipú,La Serena,0.025,5700,2198,1441,1230,4869,831,14.578947368421053
PYM-11252,2025-12-19,Pyme,Pudahuel,Concepción,0.048,5700,1996,1441,1239,4676,1024,17.964912280701753
PYM-11316,2025-03-25,Pyme,Pudahuel,Concepción,0.033,5700,2074,1441,1205,4720,980,17.192982456140353
PYM-11697,2025-12-29,Pyme,Providencia,Concepción,0.02,5700,1942,1441,1306,4689,1011,17.736842105263158
PYM-11909,2025-08-08,Pyme,Santiago,Concepción,0.006,5700,1882,1441,1291,4614,1086,19.05263157894737
PYM-12342,2025-10-27,Pyme,Maipú,La Serena,0.009,5700,1975,1441,1151,4567,1133,19.87719298245614
PYM-13247,2025-01-15,Pyme,Maipú,La Serena,0.045,5700,1990,1441,1215,4646,1054,18.491228070175438
PYM-11042,2025-04-15,Pyme,Quilicura,La Serena,0.017,5700,1847,1442,1169,4458,1242,21.789473684210524
PYM-11942,2025-04-22,Pyme,Maipú,La Serena,0.029,5700,2017,1442,1204,4663,1037,18.192982456140349
PYM-12937,2025-04-09,Pyme,San Bernardo,Concepción,0.007,5700,1839,1442,1280,4561,1139,19.982456140350877
PYM-13673,2025-07-30,Pyme,San Bernardo,Concepción,0.016,5700,2023,1442,1191,4656,1044,18.315789473684209
PYM-11761,2025-03-31,Pyme,Pudahuel,Concepción,0.045,5700,1836,1444,1217,4497,1203,21.10526315789474
PYM-10828,2025-05-29,Pyme,Pudahuel,Concepción,0.042,5700,2029,1445,1304,4778,922,16.17543859649123
PYM-12501,2025-01-27,Pyme,San Bernardo,Concepción,0.007,5700,2179,1445,1283,4907,793,13.912280701754387
PYM-10064,2025-01-07,Pyme,Maipú,Concepción,0.008,5700,2156,1446,1251,4853,847,14.859649122807017
PYM-10339,2025-11-08,Pyme,Santiago,La Serena,0.005,5700,1819,1446,1241,4506,1194,20.94736842105263
PYM-11048,2025-05-08,Pyme,Providencia,La Serena,0.007,5700,2036,1446,1145,4627,1073,18.82456140350877
PYM-13229,2025-06-04,Pyme,Maipú,Concepción,0.048,5700,2184,1447,1254,4885,815,14.298245614035087
PYM-10310,2025-03-26,Pyme,Lampa,Concepción,0.014,5700,2013,1448,1274,4735,965,16.92982456140351
PYM-11371,2025-11-22,Pyme,San Bernardo,La Serena,0.042,5700,1835,1448,1227,4510,1190,20.87719298245614
PYM-12052,2025-11-19,Pyme,Pudahuel,La Serena,0.036,5700,1892,1448,1156,4496,1204,21.12280701754386
PYM-12473,2025-08-18,Pyme,Maipú,Concepción,0.014,5700,1995,1448,1217,4660,1040,18.245614035087719
PYM-13371,2025-06-28,Pyme,Santiago,Concepción,0.042,5700,2015,1448,1246,4709,991,17.385964912280702
PYM-12377,2025-06-04,Pyme,Quilicura,La Serena,0.018,5700,1988,1449,1217,4654,1046,18.350877192982455
PYM-12947,2025-06-08,Pyme,San Bernardo,Concepción,0.009,5700,2161,1449,1198,4808,892,15.649122807017543
PYM-10248,2025-07-25,Pyme,Providencia,La Serena,0.047,5700,1853,1450,1250,4553,1147,20.12280701754386
PYM-12702,2025-07-18,Pyme,Quilicura,Concepción,0.03,5700,1875,1450,1296,4621,1079,18.929824561403507
PYM-12800,2025-03-29,Pyme,Quilicura,Concepción,0.039,5700,1964,1450,1190,4604,1096,19.228070175438596
PYM-11054,2025-03-31,Pyme,Maipú,La Serena,0.039,5700,2095,1451,1215,4761,939,16.473684210526315
PYM-10684,2025-04-19,Pyme,Santiago,La Serena,0.009,5700,1900,1452,1160,4512,1188,20.842105263157894
PYM-13120,2025-07-22,Pyme,Pudahuel,Concepción,0.012,5700,2157,1452,1192,4801,899,15.771929824561404
PYM-10685,2025-04-14,Pyme,Lampa,Concepción,0.026,5700,1835,1454,1290,4579,1121,19.666666666666664
PYM-11884,2025-03-12,Pyme,Santiago,Concepción,0.013,5700,1937,1454,1212,4603,1097,19.245614035087719
PYM-10459,2025-09-05,Pyme,Providencia,Concepción,0.034,5700,2080,1455,1269,4804,896,15.719298245614036
PYM-13072,2025-08-28,Pyme,Providencia,Concepción,0.027,5700,1839,1455,1187,4481,1219,21.385964912280702
PYM-13810,2025-05-30,Pyme,Maipú,La Serena,0.015,5700,2190,1455,1164,4809,891,15.631578947368421
PYM-11636,2025-07-26,Pyme,Maipú,La Serena,0.022,5700,1956,1456,1207,4619,1081,18.964912280701753
PYM-10783,2025-08-09,Pyme,Quilicura,La Serena,0.026,5700,2003,1457,1234,4694,1006,17.649122807017545
PYM-10818,2025-10-28,Pyme,Providencia,Concepción,0.008,5700,2048,1457,1243,4748,952,16.701754385964911
PYM-11462,2025-11-03,Pyme,Providencia,La Serena,0.046,5700,2185,1457,1215,4857,843,14.789473684210527
PYM-11521,2025-09-04,Pyme,Providencia,La Serena,0.012,5700,2138,1457,1238,4833,867,15.210526315789474
PYM-13599,2025-02-08,Pyme,Santiago,Concepción,0.035,5700,1810,1457,1242,4509,1191,20.894736842105264
PYM-13838,2025-01-22,Pyme,Providencia,La Serena,0.049,5700,2004,1457,1201,4662,1038,18.210526315789473
PYM-11426,2025-01-10,Pyme,Lampa,La Serena,0.03,5700,2160,1458,1251,4869,831,14.578947368421053
PYM-12445,2025-04-06,Pyme,Pudahuel,La Serena,0.046,5700,2095,1458,1145,4698,1002,17.578947368421051
PYM-11084,2025-08-25,Pyme,Quilicura,La Serena,0.021,5700,2113,1459,1163,4735,965,16.92982456140351
PYM-11528,2025-04-04,Pyme,Santiago,Concepción,0.046,5700,2149,1459,1188,4796,904,15.859649122807017
PYM-13507,2025-07-09,Pyme,Maipú,Concepción,0.044,5700,1835,1459,1215,4509,1191,20.894736842105264
PYM-13242,2025-08-02,Pyme,Providencia,Concepción,0.033,5700,2073,1461,1263,4797,903,15.842105263157894
PYM-12280,2025-03-25,Pyme,San Bernardo,La Serena,0.02,5700,2183,1462,1141,4786,914,16.035087719298247
PYM-13939,2025-10-11,Pyme,Pudahuel,Concepción,0.032,5700,1976,1462,1203,4641,1059,18.578947368421055
PYM-11929,2025-08-16,Pyme,San Bernardo,Concepción,0.042,5700,2077,1463,1232,4772,928,16.280701754385966
PYM-13746,2025-05-02,Pyme,San Bernardo,La Serena,0.048,5700,1967,1463,1247,4677,1023,17.94736842105263
PYM-13816,2025-12-12,Pyme,Lampa,La Serena,0.017,5700,2031,1463,1167,4661,1039,18.228070175438596
PYM-10046,2025-05-25,Pyme,Lampa,La Serena,0.038,5700,1810,1464,1240,4514,1186,20.807017543859647
PYM-10441,2025-12-05,Pyme,San Bernardo,La Serena,0.037,5700,1847,1464,1225,4536,1164,20.421052631578949
PYM-12136,2025-07-07,Pyme,Pudahuel,Concepción,0.008,5700,2189,1464,1214,4867,833,14.614035087719298
PYM-12605,2025-01-19,Pyme,Maipú,La Serena,0.012,5700,1841,1464,1242,4547,1153,20.2280701754386
PYM-12303,2025-12-11,Pyme,Santiago,La Serena,0.035,5700,1936,1465,1211,4612,1088,19.087719298245613
PYM-10547,2025-10-15,Pyme,Santiago,Concepción,0.033,5700,2117,1466,1205,4788,912,16
PYM-12812,2025-07-31,Pyme,Providencia,La Serena,0.011,5700,2178,1466,1254,4898,802,14.070175438596491
PYM-13253,2025-09-14,Pyme,San Bernardo,La Serena,0.038,5700,2190,1466,1155,4811,889,15.596491228070175
PYM-12952,2025-02-20,Pyme,Quilicura,La Serena,0.046,5700,1863,1467,1202,4532,1168,20.491228070175438
PYM-10761,2025-12-07,Pyme,Maipú,La Serena,0.015,5700,2177,1469,1194,4840,860,15.087719298245613
PYM-12489,2025-08-31,Pyme,Santiago,Concepción,0.021,5700,1978,1471,1221,4670,1030,18.070175438596493
PYM-13124,2025-09-28,Pyme,Santiago,Concepción,0.02,5700,1996,1473,1295,4764,936,16.421052631578949
PYM-10748,2025-05-25,Pyme,Quilicura,Concepción,0.027,5700,2069,1475,1209,4753,947,16.614035087719298
PYM-11417,2025-10-01,Pyme,Santiago,Concepción,0.012,5700,1999,1476,1217,4692,1008,17.684210526315788
PYM-12464,2025-07-11,Pyme,Santiago,Concepción,0.019,5700,1893,1476,1211,4580,1120,19.649122807017545
PYM-11816,2025-12-18,Pyme,Providencia,Concepción,0.006,5700,2071,1477,1226,4774,926,16.245614035087719
PYM-12000,2025-11-12,Pyme,San Bernardo,Concepción,0.007,5700,1825,1478,1262,4565,1135,19.912280701754387
PYM-13837,2025-06-17,Pyme,Lampa,Concepción,0.005,5700,1813,1481,1274,4568,1132,19.859649122807017
PYM-12954,2025-08-23,Pyme,Quilicura,Concepción,0.015,5700,2064,1483,1196,4743,957,16.789473684210527
PYM-12059,2025-02-02,Pyme,San Bernardo,Concepción,0.008,5700,1831,1485,1268,4584,1116,19.578947368421051
PYM-13578,2025-10-23,Pyme,Santiago,Concepción,0.031,5700,2153,1485,1221,4859,841,14.754385964912281
PYM-13846,2025-07-05,Pyme,Lampa,Concepción,0.045,5700,2024,1485,1219,4728,972,17.05263157894737
PYM-11594,2025-03-05,Pyme,San Bernardo,Concepción,0.035,5700,1936,1486,1231,4653,1047,18.368421052631579
PYM-12344,2025-05-06,Pyme,Maipú,Concepción,0.029,5700,1929,1487,1272,4688,1012,17.754385964912281
PYM-11759,2025-08-10,Pyme,Maipú,Concepción,0.025,5700,1808,1494,1217,4519,1181,20.719298245614034
PYM-13000,2025-11-27,Pyme,Maipú,Concepción,0.028,5700,2079,1495,1211,4785,915,16.05263157894737
PYM-13779,2025-07-23,Pyme,Pudahuel,Concepción,0.043,5700,1839,1496,1289,4624,1076,18.87719298245614
PYM-12813,2025-01-30,Pyme,Lampa,Concepción,0.017,5700,2177,1497,1311,4985,715,12.543859649122806
PYM-12013,2025-08-23,Pyme,Providencia,Concepción,0.033,5700,1935,1499,1271,4705,995,17.456140350877192
PYM-11411,2025-10-13,Pyme,Maipú,Concepción,0.042,5700,1910,1501,1285,4696,1004,17.614035087719298
PYM-12752,2025-04-19,Pyme,Maipú,Concepción,0.027,5700,2063,1501,1191,4755,945,16.578947368421051
